type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built
single_family,,"Stylish ranch-style home located in the Southwest [Redacted County] Schools district. The layout includes a split-bedroom design, giving the primary bedroom suite extra privacy. The suite features a full bath and a walk-in closet for added convenience. The heart of the home is the open-concept great room, which boasts a cathedral ceiling and large picture windows that bring in natural light and a sense of spaciousness. The custom kitchen is both functional and inviting, complete with a 6-foot island, quartz countertops, and custom cabinetrygreat for cooking, gathering, or working from home. Step out back to enjoy the covered 14x12 veranda and patio, ideal for outdoor dining or relaxing evenings.",349900.0,1328.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0
single_family,,"This thoughtfully upgradedsingle-storyfloorplan elevates the ranch-style living experience by expanding into1,818 square feetof meticulously utilized space. Featuring3 bedroomsand2 bathrooms, this layout provides an even more expansiveopen-concept living areadesigned for those who value both communal gathering and quiet personal retreats. The foyer opens into a grand great room to further enhance the home's airy and light-filled atmosphere. At the center of the home is achef-inspired kitchenthat boasts a massivecentral island with an eating bar, premium appliances, and a walk-in pantry, flowing naturally into a dedicated dining space and the primary living zone. The increased footprint allows for a highly desirablesplit-bedroom design, ensuring theprimary suiteremains a secluded sanctuary at the rear of the house. This lavish master retreat is expansivewith walk-in closets, and an ensuite bathroom equipped with adouble-sink vanity and a separate walk-in shower. On the other side of the home, the two additional bedrooms are generously sized and offerlarge closets, providing flexibility for use as children's quarters, guest suites, or aspacious home office. Many variations of this 1,818 sq. ft. plan also incorporate aflex room or mudroomnear the entry, adding a layer of organizational convenience for modern families. Practical features are seamlessly integrated, including adedicated laundry roomand an oversizedgarage that offers substantial storage or project space. Outdoor living is a core focus, with the interior great room extending out to acovered rear porch or screened-in patio, ideal for al fresco dining and entertaining. This home is often finished withenergy-efficient materialsand smart home technology, ensuring that the 1,818 square feet feel as smart and efficient as they are luxurious. Call for more information.",349900.0,1818.0,1.0,3.0,,2.0,2.0,2.0,
single_family,,"NEW improved price, move-in ready, and waiting for its next owners! This 4-bedroom, 2.5-bath, 2,400+ sq ft LIKE-NEW HOME is a true standout in popular Meridian North at Springhurst. Built by D.R. Horton, it offers all the benefits of new construction WITHOUT THE HIDDEN COSTS! Window treatments already in! A fully fenced backyard! And thoughtful custom upgrades throughout, all set on an INCREDIBLE LOT with peaceful, picturesque views on the pond. The upgraded stone front elevation and spacious covered front porch deliver instant curb appeal and a welcoming first impression. Inside, main level features hard LVP flooring throughout, a flex room with a custom-installed barn door, while the rest of the main floor is very open-concept, seamlessly connecting the kitchen, dining, and living areas, perfect for both entertaining and everyday living, while still offering generously-sized upstairs bedrooms and excellent closet space! The kitchen and bathrooms shine with 3cm quartz countertops, enhanced by farmhouse pendant lighting in the kitchen, custom woodwork beneath the countertop, and hardware added to all kitchen cabinets and drawers. Additional upgrades include an updated powder bath, a beautifully refreshed primary bath, and a stylish barn door enclosing the main-level flex room. Step outside to enjoy the charm and function of a picket-fenced backyard, ideal for pets, play, or relaxing evenings. Less than 5 years old and truly turnkey with a new dishwasher plus washer and dryer included-this home is ready from day one. Kitchen has rough-in for gas line if desired in future. Schedule your showing today before it's gone!",335000.0,2429.0,2.0,4.0,3.0,2.0,2.0,2.0,2021.0
single_family,,"Step into this well-maintained, four-bedroom home with a bonus room and welcoming two-story foyer. The second floor offers four bedrooms and 2 baths, including a primary suite with solid wood floors, dual closets, double vanity, and soaking tub. Hardwood floors continue throughout the main level, which features a flexible secondary living space perfect for an office, playroom, or sitting area. The open kitchen flows seamlessly into the living room and out to a screened-in porch overlooking a wooded lot that backs up to an HOA-preserved green space. Neighborhood has pool and tennis courts! The finished basement includes a bonus room. Laundry with utility sink on main, with direct access to the oversized two-car garage offering ample storage. Recent upgrades include high end HVAC heat pump system, reverse osmosis, water softener, and sump pump with battery backup. Enjoy [Redacted School District] and classic 90s charm in a home that's been thoughtfully maintained.",549000.0,3748.0,2.0,4.0,3.0,2.0,2.0,2.0,1998.0
single_family,,"Introducing a new build in the latest phase of the Arbor Chase Subdivision in West Lafayette! This home features the Dylan floor plan, offering an open-concept layout with 4 spacious bedrooms and 3 full baths and 1 half bath. The living room includes a cozy fireplace, perfect for gatherings, and a formal dining room adds an elegant touch. The primary bedroom boasts an en suite bath with a walk-in shower and ample closet space. Currently in the early stages of construction. Conveniently located just minutes from West Lafayette's top amenities, Harrison High School, and easy access to the Interstate.",569900.0,2427.0,1.0,4.0,4.0,3.0,3.0,3.0,2025.0
single_family,,"Welcome to [Redacted Entity], a home that boasts a kitchen equipped with all stainless steel appliances . The primary bathroom features double sinks, providing ample space for your morning routine. The primary bedroom is complemented by a spacious walk-in closet, perfect for your wardrobe needs. The home's interior has been refreshed with new paint, creating a clean and bright atmosphere. Partial flooring replacement has been done, adding a touch of modernity. The home also comes with new appliances, ensuring efficiency and convenience. Step outside to the patio, a perfect spot for your morning coffee or evening relaxation. This property is a perfect blend of comfort and style, waiting for you to make it your own.. Included 100-Day Home Warranty with buyer activation.",382000.0,2842.0,2.0,4.0,3.0,3.0,3.0,2.0,2017.0
townhomes,,Contact Sales for Details,350000.0,1858.0,2.0,3.0,3.0,2.0,2.0,2.0,
land,,"Situated near the Wabash River, this 1.2-acre parcel in the Old Stone West subdivision offers an exceptional opportunity for those looking to build their dream property in a serene, yet accessible location.",25000.0,,,,,,,,
land,,,164499.0,,,,,,,,
single_family,,"Beautiful 4-Bedroom Home now available in Shadow Creek. Welcome to [Redacted Entity]-an exceptional 4-bedroom, 2.5-bath home nestled in the sought-after Shadow Creek community. Built in 2019, this spacious residence offers 3,125 square feet of thoughtfully designed living space, a two-car garage, and ample space to run and play out your back door. The main level features a flexible office or family room, formal dining room, a stunning upgraded kitchen with granite countertops, a gas range, and a large center island-perfect for entertaining. The open-concept layout continues with a second dining area and a cozy living room with a gas log fireplace, as well as a convenient half bath. Upstairs you are greeted with a large loft, ideal for a second living area, the primary suite impresses with a luxurious en suite bathroom including dual vanities, a walk-in shower, and an expansive walk-in closet. Three additional bedrooms, a full guest bath, and a dedicated laundry room complete the second level. Out back you will find an extended patio, perfect for relaxing or entertaining. The backyard flows directly into a large community space with easy access to people trails, creating a more open airy feel!",350000.0,3125.0,2.0,4.0,3.0,2.0,2.0,2.0,2019.0
land,,.[Redacted Entity] in Bloomington City Limits.,29500.0,,,,,,,,
single_family,,"Check out this new construction home on a PREMIUM LOT that backs up to a huge common area, pond, and the edge of the lake. The ""Lily"" plan offers an open floor plan with 3 large bedrooms, and an office that could be used as a 4th bedroom. Features include a 3 car garage, 2.5 baths, quartz counters, LVP flooring throughout, carpet in bedrooms, black hardware/lighting, and covered back patio. Four appliance stainless steel kitchen appliance package included. If under contract before completion, the builder will let you pick your final finishes. The 320 acre private lake offers boating, swimming, fishing, beaches, community pool, and community activities. Estimated completion in March.",379900.0,2007.0,1.0,3.0,3.0,2.0,2.0,3.0,2026.0
land,,"If you have been looking for LAND in the COUNTRY then THIS MIGHT BE IT! Northwest [Redacted County] School District. There are additional lots available. Just outside of a SMALL TOWN with its conveniences, yet not far from the hustle bustle of Fort Wayne. Walking Property is by Appointment Only. *DO NOT PARK ON ANY DRIVEWAYS - THEY ARE NOT OWNED BY SELLER AND PRIVATELY OWNED BY ADJACENT PROPERTY OWNERS. Soil tests completed.",170000.0,,,,,,,,
single_family,,"A stunning four-bedroom family home, set within a quiet and welcoming Brownsburg community. Recent updates include a new water heater (2025), new water softener (2025), a new refrigerator and washer/dryer (2024). This gorgeous home offers 3,000 square feet of living space and an impressive and flexible layout, featuring a bright and open main level that flows effortlessly between living, dining, and kitchen areas. Upstairs, the loft serves as an awesome additional living space - an ideal spot for a cozy movie night, a kids play zone, or even a home office. Each of the bedrooms are generously sized, with the primary suite offering a private bath and walk-in closet. The location offers both peace and convenience, [Redacted School District], parks, and shopping just minutes away. A wonderful opportunity to purchase your dream home in Brownsburg. High levels of interest anticipated",455000.0,3158.0,2.0,4.0,3.0,2.0,2.0,2.0,2018.0
single_family,,"Spacious Jefferson Model Home in Shadow Creek - Southside [Redacted School District]! This beautiful two-story home is the largest four-bedroom floor plan in the sought-after Shadow Creek community. Built in 2016, it offers nearly 3, 200 square feet of living space with 4 bedrooms and 2.5 bathrooms. The open-concept kitchen features granite countertops, tile backsplash, and a stainless steel sink on the center island-ideal for entertaining and everyday living. All bedrooms are located upstairs, including a spacious primary suite with two walk-in closets and a primary bathroom with dual vanities. A large upstairs loft provides additional living, media, or recreation space. The main level includes a versatile flex room perfect for a home office, playroom, or formal dining. The large backyard opens to a common area, offering added privacy and green space. Shadow Creek community amenities include a pool, playground, basketball court, tennis courts, and walking paths. New Water Heater 2024, Water Softener 2020. RO system. New garage door motor. Conveniently located near shopping, dining, and major highways, this home offers space, comfort, and an excellent location.",350000.0,3190.0,2.0,4.0,3.0,2.0,2.0,2.0,2016.0
single_family,,"Call this historic Hartford City property home! This expansive home offers nearly 3,000 square feet of living space, all while including a garage and setting on a corner lot. This home has all the original wood work from when it was built. A hidden gem? The dining room, which showcases the best of this historic gem. Don't miss out to own a piece of Hartford City history! Sold As- Is.",100000.0,2976.0,2.0,3.0,2.0,2.0,2.0,2.0,1900.0
condos,condo,"Beautiful end-unit townhouse in desirable Bayberry at Winslow Farm, thoughtfully positioned among mature trees for a peaceful setting. The well-maintained open floor plan offers comfortable everyday living. The main level features transom windows that fill the space with natural light, an open kitchen with great counter space, along with ample storage and a convenient half bath. The dining area provides easy access to the covered rear patio and is flanked by a new light fixture. Washer and dryer are included for move-in convenience. The upper level offers three spacious bedrooms with generous closets and two full bathrooms. A one-car attached garage with additional overhead storage enhances functionality. Conveniently located near parks, trails, the east side YMCA, and just minutes to downtown Bloomington, this home delivers an exceptional blend of location, comfort, and low-maintenance living.",241900.0,1444.0,1.0,3.0,3.0,2.0,2.0,1.0,1999.0
land,,"Beautiful wooded lot with walkout basement possibilities in desirable Foxcliff North Estates! This just under an acre wooded homesite offers lake views and easy access for kayaking. Build your dream home in this planned activity community and enjoy the pool, tennis courts, hiking trails, fully stocked lakes, two parks, a baseball diamond and 2 club houses. One of final buildings sites with lake views. Easy access and commutes to I-69, too. Don't miss out on this building opportunity!",84000.0,,,,,,,,
single_family,,"Welcome to The Appleseed by David Weekley Homes. Start each day rested and refreshed in the first floor Owner's Retreat, which includes a luxurious ensuite Owner's Bath and two walk-in closets. Create family memories or entertain guests in the contemporary kitchen and open dining area. Then gather in the family room surrounded by 12-foot ceilings and large, energy-efficient windows to allow every day to shine. Enjoy year-round outdoor living on the extended covered rear porch and imagine endless possibilities in the spacious finished basement. A two-car garage plus a golf cart bay adds everyday convenience. As a resident of Chatham Village, you'll enjoy access to Chatham Hills amenities - a Pete Dye designed golf course, a state-of-the-art clubhouse with dining and fitness center, indoor/outdoor pools, and courts for tennis and pickleball. Enjoy miles of scenic trails, parks, and community events that make every day feel like a getaway. Call or chat with the David Weekley Homes at Chatham Village Team to learn more about this new home for sale in Westfield, IN.",820076.0,4041.0,2.0,5.0,4.0,4.0,4.0,2.0,
single_family,,"Welcome home to this beautifully refreshed ranch nestled on a spacious lot with no HOA, offering both comfort and convenience. This fully updated home features a desirable primary suite and thoughtful modern finishes throughout, making it truly move-in ready. Enjoy the best of both worlds with a peaceful setting just 15 minutes from downtown Indianapolis and quick access to the interstate, ideal for commuters. Outdoor enthusiasts will love being only a five-minute drive to Southeastway Park, while weekend fun awaits nearby at Brandywine Creek Winery and Buck Creek Winery. Local favorites are right around the corner, including less than a five-minute drive to Pleasant View Orchard. With its large lot, updated interior, and excellent location, this home offers a welcoming lifestyle with room to relax, entertain, and enjoy all that the southeast side of Indianapolis has to offer.",285500.0,1412.0,1.0,3.0,2.0,2.0,2.0,2.0,1951.0
condos,condo,"Welcome to ONE15, an exceptional new condominium community located on iconic Kirkwood Avenue, perfectly poised between Bloomington's Courthouse Square and the Indiana University campus. Designed to offer a seamless blend of modern style, downtown convenience, and thoughtful amenities, ONE15 presents a rare opportunity to own a truly elevated urban home. At the ONE15, you can select from one of several upscale design palettes to customize your living space. Our professional interior designer has curated a collection of finishes that allows owners to uniquely design their new urban home. Our kitchen appliance packages create the perfect balance of innovation, quality, and purposeful design for your inner chef, including luxury brands such as Wolf, Cove, and Sub Zero. Unit 303 is a 4 bedroom 3 bath 2 story Townhome on the 2nd and 3rd floors of the Western side of the building. The 3rd floor main level features an open concept living room, dining room and kitchen with a balcony, half bath, and primary bedroom with huge walk- in closet and ensuite bath. Downstairs is home to 3 additional bedrooms and a full bath and laundry but the space is completely customizable and could house a home theatre, home gym or whatever suits your needs. A separate storage unit is included along with a parking space in the attached secure garage. Work with our incredible designer to custom build the home of your dreams. Hurry only 6 units left, reserve now before it's too late!",1481708.0,2435.0,2.0,4.0,3.0,2.0,2.0,1.0,2025.0
single_family,,"What a Find in the '05! This 4 bedroom Tri-Level offers plenty of space to suit your needs. Enjoy the main level Living Room, Dining Room & Updated Kitchen Space. 3 Bedrooms upstairs with lots of closet storage and Updated Full Bath. Brand New Flooring in 3rd Bedroom! Lower Level features a nice 4th Bedroom, Huge Rec/Family Room, Laundry Room, Full Bath plus storage. Lots of Fresh Paint throughout home. Perks include the Beautiful Covered Front Porch and New Sidewalk, Vinyl Siding, soffits & fascia, Replacement Windows, Regularly Maintained HVAC, Wood Burning Stove in Rec Room creates an Auxiliary Heat Source. The attached 2 Car Garage is oversized and is perfect for the vehicles, hobbies and storage. Great Location, close to dining, shopping, Universities & more!",222500.0,1736.0,2.0,4.0,2.0,2.0,2.0,2.0,1960.0
single_family,,"Tranquil setting with [Redacted Entity]. This is a well-maintained home. Living room has a fireplace. Dining room is open to this area with the kitchen just off to the side. There are 2-bedrooms with an additional room that has been used as a bedroom in the past but has no closet. One full bath. Basement level has been finished to include a second kitchen that has a gas stove and dishwasher. There is also a large family room with a wood-burning fireplace, lots of storage areas and the laundry. There is a 2-car attached garage that has a ramp to the house. A second oversized garage has large enough doors that it could be used for RV parking, boats or anything that might need to be covered and out of the weather. Nice backyard patio area. Plenty of yard space. Short drive to I-69 access, a commute to NSWC Crane or Bloomington.",274500.0,2188.0,1.0,2.0,1.0,1.0,1.0,2.0,1958.0
single_family,,"Step into the heart of South Broad Ripple with this charming bungalow that perfectly balances historic character with high-end, contemporary finishes. Located literally steps from the Monon Trail, this home offers the ultimate urban-suburban lifestyle! An entertainer's dream, the interior flows effortlessly onto a beloved screened-in porch-the perfect sanctuary for daily relaxation. Inside, you are greeted by a sun-drenched family room featuring original hardwoods and a meticulously hand-stripped wood mantel. The dining area shines with original built-in shelving restored to a natural wood finish, while the chef-inspired kitchen boasts premium cabinetry, sleek Quartz countertops, and stylish fixtures. With a versatile main-floor bedroom perfect for an office and two additional bedrooms upstairs, the layout is as functional as it is aesthetic. The hidden gem of this home is the large unfinished basement which just with a little bit of creatively could be transformed into much more living space. Step out your door for a 5-minute stroll to Guggman Haus and Social Cantina, or a 10-minute walk to Mama Carolla's and Breadworks. Located just 10 minutes from both Downtown and Broad Ripple, and surrounded by friendly neighbors who might even share fresh eggs.... this home offers the ultimate South Broad Ripple lifestyle for just $365,000.",365000.0,1755.0,2.0,3.0,2.0,2.0,2.0,2.0,1928.0
single_family,,"You won't want to miss this exceptional home in the highly desirable Stonechase neighborhood! This beautifully appointed residence offers 4 bedrooms, 3 baths featuring an open-concept layout with numerous upgrades throughout. Designed for both everyday living and entertaining, the home includes formal living and dining areas that provide plenty of space to host family and guests. The kitchen is a true showstopper, complete with KitchenAid stainless steel appliances, generous cabinetry, and a must-see custom-built gourmet pantry. The kitchen flows seamlessly into the dining area, a bright and cheery sunroom, and a spacious family room highlighted by stunning custom built-ins surrounding a cozy gas fireplace. Just off the oversized three-car garage, you'll find a dedicated office or study, which is deal for working from home or accommodating guests. In addition, there is a custom built mudroom conveniently located by a half bath, just off the garage. Upstairs, a rich wood-accented staircase leads to an expansive loft with vaulted ceilings, creating a versatile space for relaxation or recreation. The primary suite offers a peaceful retreat with a tray ceiling and a luxurious ensuite bath featuring a large jetted tub, walk-in shower, and an oversized walk-in closet with ample storage. Three additional bedrooms, each with walk-in closets, provide comfort and space for the entire family. A double-sink bathroom and a large laundry room-complete with washer and dryer-add to the home's thoughtful design. Additional highlights include abundant storage in a three-car garage, a newer roof with an extended warranty, and professionally designed landscaping that surrounds the home. Step outside to your own private oasis, where a spacious back patio with pergola overlooks serene wooded views-perfect for relaxing or entertaining in peace and privacy. This home truly offers the perfect blend of elegance, functionality, and tranquility-an exceptional move-in ready find in Stonechase.",529900.0,3378.0,2.0,4.0,3.0,2.0,2.0,3.0,2012.0
land,,"Excellent Opportunity to own 3.[Redacted Entity]. and US 20. This partially wooded parcel offers a blend of open, usable ground, natural tree cover- ideal for a private homesite, hobby farm, or future development. The property features access to nearby utilities and sewer. Just minutes from downtown New Carlisle. If your looking to build now or invest for the future, this versatile acreage combines visibility, and natural settings in a growing area of St. [Redacted County].",180000.0,,,,,,,,
single_family,,"Welcome to [Redacted Entity]! Located in the highly sought-after Poplar Woods community, this beautiful 4-bedroom, 2.5-bath home built in 2023 is ready for its next owners. The main level features 9-foot ceilings, abundant natural light, and a spacious open layout. A large entryway leads to the dedicated home office, past a convenient half bath, and into the inviting living room with peaceful views of the pond out back. The dining area flows seamlessly into the fully equipped kitchen, complete with a large center island and walk-in pantry. Upstairs, you'll find a versatile loft-perfect for relaxing or a kids' play area-along with the primary suite featuring a tiled shower and walk-in closet. Three additional bedrooms, a second full bath, and the laundry room complete the upper level. Out back, enjoy the oversized patio overlooking the pond-an ideal spot for entertaining or simply unwinding in a private, scenic setting. Sold fully applianced and move-in ready!",380000.0,2668.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0
land,,"Discover the perfect canvas for your dream home in this spacious 0.69-acre vacant lot, nestled within a thriving, developing subdivision. Boasting a flat terrain thats ideal for easy construction and customizable designs, this prime parcel comes equipped with city water and natural gas readily availablesaving you time and hassle on utilities. Imagine crafting your ideal residence in a growing community with endless potential for appreciation. Dont miss this opportunity to build exactly what youve envisioned; schedule a viewing today!",35000.0,,,,0.0,,,,
single_family,,"This traditional two story home features 3 bedrooms, 2.5 baths and over 1,500 square feet of living space. The large great room has open sight lines into the kitchen and eating nook. The first floor also includes a guest powder room, laundry room and mudroom. Head upstairs to the primary suite, which features a private bath and spacious walk in closet. Two additional bedrooms and a full bath round out the second floor of this great floorplan.",332900.0,1576.0,2.0,3.0,,2.0,2.0,2.0,
single_family,,"This 1.5-story home offers a wonderful opportunity for homeowners or investors looking to add their own style and value. Featuring 2 bedrooms and 1.5 baths, the property is currently a rental and is ready for updates-perfect for those who enjoy customizing and creating equity.",126900.0,2184.0,1.0,2.0,2.0,1.0,1.0,,1917.0
land,,"Highly visible location on a major thoroughfare in one of the fastest growing areas of [Redacted County]. Directly across from sought after River Ridge Development which includes large employers such as Amazon. This is a great opportunity to purchase the business and/or the property. Property includes 4+ flat acres with two outbuildings, multiple greenhouse locations, parking and direct turning access off of Highway 62. Water and electric on site but property is not currently hooked up to sewers. Property is currently zoned B2 which accommodates many retail and commercial developments.",899000.0,,,,,,,,
land,,Vacant lot totaling .51acres. Per area plan office this is a residential lot and could be buildable as long as improvement met all set back requirements. City utilities are nearby according to the City of Shirley.,29900.0,,,,,,,,
single_family,,"Investor opportunity under $140K with strong rental potential on Indianapolis' Westside. This 3-bedroom ranch offers more square footage than many recent neighborhood sales and a functional layout with comfortable living space and natural light throughout. The manageable yard supports low-maintenance ownership for both investors and owner-occupants. Recently repositioned at $139,900, the property represents one of the stronger value opportunities currently available as inventory under $140K remains limited. Recent exterior trim painting and soffit repairs have improved curb appeal. Conveniently located near 38th St, I-465, local amenities, and the Indianapolis Motor Speedway, the property offers strong accessibility for both residents and tenants. For buyers evaluating value opportunities on the Westside, this property deserves a closer look.",139000.0,900.0,1.0,3.0,1.0,1.0,1.0,,1955.0
single_family,,"Stunning & elegant, this spacious Carmel home blends luxury & comfort w/custom features, elevated finishes & thoughtful details throughout. A large covered front porch welcomes you, perfect for relaxing or entertaining. The main level offers 10' ceilings, gorgeous LVP flooring, custom window blinds, stunning light fixtures & an open floorplan. The stylish office is spacious & overlooks the front yard, a spacious great rm w/gas fireplace & multiple windows, allowing for gorgeous natural lighting & open to a fully equipped gourmet kitchen w/huge center island, granite countertops, 42"" upper cabinets, tile backsplash, SS appliances, pantry & open to a large dining rm. The main level also includes a half bathroom. Elevated finishes & custom touches are carried to the upper level as well! The inviting loft area is a flexible secondary living space, perfect for a tv rm, lounge, 2nd office or exercise rm. The gorgeous owners suite features a tray ceiling & is large enough to accommodate a spacious furniture set. Escape to the luxurious spa bathroom, featuring a tile floor, dual bowl vanity, large WI shower & an expansive WI closet! The upper level also includes two secondary bedrooms, each w/a WI closet & steps away from a full bathroom w/dual bowl vanity + upper level laundry rm w/storage cabinets! The outdoor covered patio is accessible from the kitchen/dining rm & overlooks a partially fenced-in backyard w/turf area, perfect for pets! The two car garage offers ample storage for vehicles, bikes, a work bench & more. The home also comes equipped w/an irrigation system & interior/exterior speakers. Located in Sunrise on the Monon, residents enjoy a park, green spaces & easy access to the Monon Trail for walks or rides to Carmel's Arts & Design District. The community combines casual living w/private yards & close access to Central Park, Carmel City Center & the Monon Community Center, offering the perfect balance of leisure & lifestyle.",669500.0,2336.0,2.0,3.0,3.0,2.0,2.0,2.0,2022.0
condos,condo,,117900.0,1274.0,1.0,2.0,2.0,2.0,2.0,1.0,1970.0
single_family,,"This one is a classic! Central, large, and loaded with character and quality!!",349000.0,2574.0,2.0,4.0,3.0,2.0,2.0,1.0,1960.0
single_family,,"This single-family residence in [Redacted County] presents an opportunity to shape a space to your personal vision. All appliances stay. Updated throughout, nice fenced side yard and close to shopping and amenities. Taxes reflect no exemptions.",139900.0,800.0,1.0,2.0,1.0,1.0,1.0,1.0,1949.0
single_family,,"Built for how you live today! Come on into modern comfort and smart design. Lets jump right into the heart of your home-the kitchen offers a central gathering space, anchored by a large island, perfect for culinary creativity or homework. There's plenty of cabinets, quartz countertops and the appliances are included as well. The open floor plan provides that inclusive atmosphere, making it easy to stay connected- whether you're cooking in the kitchen and/or relaxing in the family room, you know what everyone is up to! The patio extends your living space to your backyard for gathering & grilling. Also located on the first floor is the 5th bedroom and a full bath, perfect for multi-generational lifestyles. Upstairs you have 4 bedrooms, the laundry room and a loft, a great secondary living/gaming area. The owners suite provides plenty of space for privacy, even a cozy seating area. The en-suite features an oversized walk-in shower, double sinks and a huge walk-in closet. Everything is only 2 yrs old giving you peace of mind and the remainder of the builders structural warranty. Your community offers walking trails and a picnic area. Southwestway Park is 8 minutes away for biking, hiking, horseback riding and scenic views of the White River. Easy access to IN-67 and I-465.",370000.0,2520.0,2.0,5.0,3.0,3.0,3.0,2.0,2023.0
single_family,,Welcome home to the Ainsley II. This beautifully crafted two-story home includes four exceptional exterior designs to choose from. Personalize this home to have it best fit your needs.,439990.0,3141.0,2.0,4.0,,2.0,2.0,2.0,
single_family,,"Located in the heart of Fountain Square, this townhome at [Redacted Entity] offers an easy, low maintenance way to live in one of Indianapolis' most vibrant neighborhoods. Walkable streets, local restaurants, coffee shops, and music venues are all part of daily life here, with quick access to downtown when you need it. The home is set up for convenience and simplicity, making it ideal for anyone who wants the benefits of ownership without the upkeep of a traditional single family home. The layout lives comfortably across two levels and a finished basement works well for both everyday routines and hosting. A private, fenced outdoor space adds spaces and privacy without the responsibility of a large yard. Built in 2020, the home feels current and move in ready, offering a clean slate in a neighborhood known for its character and energy.",389000.0,2020.0,2.0,3.0,4.0,3.0,3.0,2.0,2020.0
land,,This buildable lot is a great piece of property that is close to the lake. It has many possibilities. This gated subdivision has 7 lakes 2 pools and lots of walking trails. This is a beautiful area with subdivision living and the peace and quiet of living in the country.,14500.0,,,,,,,,
land,,"Hurry! Lakefront lot in great location!! This newly rehabbed lakefront lot is partially cleared & prepped for building. Culvert pipe relocated & buried down side lot line to drain into the lake. Ravine cleared & filled w/ compacted soil. Reclaimed shoreline w/ rip rap wall. Over 76 feet of shoreline, nice level area by the water & deep water for swimming or boating, even in a dry season. Great location on W finger with views of the main lake, in no wake zone! Lot 1889 (#1830864) also available for $364,900 - great site for a large home on double lot! Not many like this one left! Buy now and add a dock before summer! Lot lines shown are approximate - survey stakes mark actual lot lines.",283500.0,,,,,,,,
single_family,,"Welcome to the Bryson floor plan, a low-maintenance paired villa built by Olthof Homes. This thoughtfully designed home offers 2 spacious bedrooms, 2 full bathrooms, and a flexible bonus room with French doorsperfect for a home office, study, or guest space. The open-concept layout is enhanced by 9-foot ceilings throughout and includes a bright sunroom for added relaxation or entertaining. The kitchen features quartz countertops, stainless steel appliances, and modern finishes that blend style and functionality. A 2-car garage adds convenience, making this villa ideal for those seeking comfort, quality craftsmanship, and easy living all in one beautiful package. Estimated completion is Fall 2025.",321894.0,1633.0,1.0,2.0,1.0,1.0,1.0,2.0,
land,,"Beautiful vacant rural parcel with agricultural use and residential building rights. Dream-home ready! Flat, cleared, tillable ground in a quiet country setting yet only minutes from CR-20, shopping, schools, hospitals, and employers. Bring your own builder. Perfect for custom home, hobby farm, horses, outbuildings. Utilities at road (buyer to verify). Highly desirable central location with quick access to everything. Rare opportunity to own peaceful acreage thats still close to town. Wont last! Ready for your dream home today!",95000.0,,,,,,,,
single_family,,Cute 2 Bedroom home close to the University. Furnace and CA are 2 yrs old. Gas water Heater 2 1/2 yrs. Some newer flooring. Newer vinyl windows. Full rear fence and full front yard fenced. Home is clean and well cared for. Walking distance to the bus line. Don't miss out!,130000.0,920.0,1.0,2.0,1.0,1.0,1.0,,1985.0
single_family,,"Welcome to your dream home! This stunning new construction masterpiece, offers unparalleled luxury and modern convenience showcasing an interior design by Leah Rubin, in a prime location. This 5-bedroom, 4-full-bath, and 1-half-bath residence is designed for elegant entertaining and comfortable everyday living. Step inside to discover a bright, open main floor featuring 2 luxurious en suite bedroom, one is on the mail floor, perfect for guests or multi-generational living. The gourmet kitchen is a chef's delight, equipped with high-end appliances, including a show-stopping 48"" range, ideal for crafting culinary masterpieces. The seamless flow into the living and dining areas creates an inviting gathering space. Outside, enjoy a beautifully landscaped yard with a sprinkler system for effortless maintenance, complemented a private fence sounding the back patio. The detached 2-car garage provides ample storage and convenience. The lower level is an entertainer's paradise with a stylish wet bar with custom tile. Buyers have an option to add a 1 bedroom apartment above the garage, see agent for details. Don't miss the opportunity to own this exceptional new construction home-schedule your tour today! Projected to be completed Summer/Fall 2026.",992000.0,2610.0,2.0,5.0,5.0,4.0,4.0,2.0,2026.0
single_family,,"New construction by Fischer Homes in the beautiful Parkrose community, featuring the stunning Wesley design. This thoughtfully designed layout is perfect for style and practicality with, 4 bedrooms 2 full baths, and 1 half baths. The inviting family room is the heart of this plan, making it the perfect gathering space. The open kitchen with a large island and walk-in pantry connects to the morning room. The owner's suite features a private bath and walk-in closet. The spacious 2-bay garage completes this exceptional home.",324990.0,1842.0,2.0,4.0,2.0,2.0,2.0,2.0,
single_family,,"Spacious and New in Miller Beach! This 4 bed, 3.5 bath home is just under 1.5 blocks to the beach and has been completely and professionally remodeled. Vaulted ceilings, en-suite, walk-in closet, quartz countertops, recessed lighting on dimmers and much more. Everything is new: roof, windows, doors, siding, skylights, gutters, insulation, drywall, electric, plumbing, flooring, tilework, decks, high efficiency furnace, on-demand hot water heater, AC and all other essentials. [Redacted Entity] and plenty of parking. Comparable to new construction in its quality and listed at a budget for its location and offerings. Miller Beach is happening!",395000.0,2170.0,2.0,4.0,4.0,1.0,3.0,,1935.0
